,Lot Number,Product,Date,Shop Order,requested_qty,resin,Formula Sheet,packaging,colorant,misc,purging solvent,label,PRINTER ACCESSORIES,lid component door,ifu,lid component rotor,lid assembly,LABEL,pad,lid component lid,lid component,lid component cap,lid component washer,lid component hood,lid component cowl,PAD,SILICON FLUID,label stock,rubber tip,container,lid,label kit,barrel,TRAY,tip cap,discontinued,fg,cannula,plunger,bracket key,Value Stream
857,19C06363,V8985,20190612,187578,281721.146,RM093,FS10003257,CL63R1654,PT00062563,,,,,,PT00012138,,PT00013692,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
858,19C06463,80-8705,20190522,187579,1116.000,RM129,DC00041675,R1644A,PT00065936,,,PT00046145,,,PT00034294,,WP8980-C,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
859,19C06663,8974,20190419,187581,555.000,,FS10003206,R1025D,,,,,,,,,,,,,,,,,,,,R4415,,,,,,R8534,,,,,,,Containers
860,19C06863,8989,20190415,187583,0,RM093,FS10003226,R1690,PT00062563,,,,,,PT00012138,,PT00013702,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
861,19C06963,8997PG2,20190418,187584,3780.000,RM160,FS10003742,RM054,PT00065936,,,,,,PT00012138,,PT00013692,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
862,19C07163,31314886,20190417,187598,1482888.215,RM106,FS10006080,,RM170,,,,,,PT00067913,,PT00075579,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
863,19C07463X,4502570,20190320,187601,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
864,19C07563X,4502570,20190406,187602,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
865,19C07663X,4502570,20190424,187603,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
866,19C07763X,4502570,20190320,187604,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
867,19C07863X,4502570,20190320,187605,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
868,19C07963X,4502570,20190320,187606,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
869,19C08063X,4502570,20190320,187607,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
870,19C08163X,4502570,20190417,187608,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
871,19C08563X,8881112518,20190311,187613,504.000,0301001,DC00078714,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4001204,,,,,,,,,,,,Syringe
872,19C08663X,8881112518,20190321,187614,486.000,0301001,DC00078714,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4001204,,,,,,,,,,,,Syringe
873,19C08763X,1181200777,20190521,187615,0,0301001,FS10017237,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,,,,Syringe
874,19C08863X,1181200777,20190515,187616,0,0301001,FS10017237,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,,,,Syringe
875,19C08963X,1181200777,20190403,187617,0,0301001,FS10017237,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,,,,Syringe
876,19C09063X,1181200777,20190403,187618,0,0301001,FS10017237,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,,,,Syringe
877,19C09163,8617RC,20190701,187619,21688.990,RM176,FS10025555,R1700,RM074,,,,,,PT00006651,,PT00013694,,,,,,,,,,,R4415,,,,WP0002PKG,,,,,,,,,Containers
878,19C09263,8507SA,20190506,187628,95299.757,RM032,FS10003086,CL63R1776,RM170,,,,X98151,,CL63R98334A,,,,,,,,,,,,,PT00062605,,,,,,,,,,,,,Containers
879,19C09463,8985CRH,20190416,187633,184324.608,RM093,FS10028280,RM054,PT00065936,,,,,,PT00012138,,PT00013692,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
880,19C09563X,8881907102,20190319,187635,0,0301001,FS10017466,5000231,,,,,PT00006657,,,,,,,,,,,,,,PT00009994,PT00006674,4101801,,,,,,7777129656,,,,,,Syringe
881,19C09663X,8881907102,20190319,187636,0,0301001,FS10017466,5000231,,,,,PT00006657,,,,,,,,,,,,,,PT00009994,PT00006674,4101801,,,,,,7777129656,,,,,,Syringe
882,19C09763X,8881907102,20190319,187637,0,0301001,FS10017466,5000231,,,,,PT00006657,,,,,,,,,,,,,,PT00009994,PT00006674,4101801,,,,,,7777129656,,,,,,Syringe
883,19C09863X,8881907102,20190320,187638,0,0301001,FS10017466,5000231,,,,,PT00006657,,,,,,,,,,,,,,PT00009994,PT00006674,4101801,,,,,,7777129656,,,,,,Syringe
884,19C09963X,8881907102,20190321,187639,0,0301001,FS10017466,5000231,,,,,PT00006657,,,,,,,,,,,,,,PT00009994,PT00006674,4101801,,,,,,7777129656,,,,,,Syringe
885,19C10063X,8881907102,20190322,187640,0,0301001,FS10017466,5000231,,,,,PT00006657,,,,,,,,,,,,,,PT00009994,PT00006674,4101801,,,,,,7777129656,,,,,,Syringe
886,19C10163X,8881907102,20190327,187641,0,0301001,FS10017466,5000231,,,,,PT00006657,,,,,,,,,,,,,,PT00009994,PT00006674,4101801,,,,,,7777129656,,,,,,Syringe
887,19C10263,8964,20190417,187642,7040.000,RM165,FS10003195,R1471B,,,,,,,PT00006610,,WP8964,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
888,19C10363,1522SA,20190609,187643,42519.860,RM129,FS10003045,R1302D,PT00065936,,,,,,PT00006610,R7013,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
889,19C10563,31300878,20190423,187645,0,RM171,FS10002818,PT00044733,RM260,,,,,,PT00006643,,WP7102,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
890,19C10663,8506SA,20190521,187646,127880.946,RM004,FS10003084,CL63R1776,,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
891,19C10763,8507SA,20190506,187647,95299.813,RM032,FS10003086,CL63R1776,RM170,,,,X98151,,CL63R98334A,,,,,,,,,,,,,PT00062605,,,,,,,,,,,,,Containers
892,19C10963,8870,20190521,187649,315184.288,RM020,FS10003163,R1700,PT00065942,,,PT00006652,,,CL63R98234,,PT00013699,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
893,19C11063,8935,20190626,187650,13380.000,RM165,FS20001205,R1292D,,,,,,,PT00006635,,WP8935,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
894,19C11163,8980S,20190702,187651,38700.000,RM129,FS10003214,R1644A,PT00065936,,,,,,PT00006635,,WP7445,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
895,19C11263,V8506,20190515,187652,40726.416,RM004,FS10029846,CL63R1767A,,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
896,19C11563,89651,20190501,187669,9720.000,RM165,FS10003196,R1300D,PT00065936,,,,X98151,,CL63R9870B,,WP8965N,,,,,,,,,,,PT00062605,,,,,,,,,,,,,Containers
897,19C11663,31156550,20190417,187671,3540.000,RM157,FS10006137,RM054,PT00065936,,,,,,PT00067912,,WP4810,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
898,19C11763,8985PG2Y,20190710,187673,0,RM129,FS10029259,R1644A,PT00062563,,,,,,PT00012138,,WP8985,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
899,19C11863,8985CRS,20190517,187674,0,RM129,FS10028283,RM054,PT00065936,,,,,,PT00012137,,WP7449,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
900,19C11963,8507SA,20190414,187675,21992.252,RM032,FS10003086,CL63R1776,RM170,,,,,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
901,19C12063,8967Y,20190515,187676,31320.000,RM171,FS10003201,R1300D,RM260,,,,,,PT00006610,,WP8965U,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
902,19C12163,8970Y,20190530,187677,44240.000,RM171,FS10003205,PT00044733,RM260,,,,,,PT00006610,,WP8979,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
903,19C12363,8938,20190522,187679,20100.000,RM093,FS10003185,RM054,PT00065936,,,,,,PT00006635,,WP8935,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
904,19C12563,8939PG2,20190807,187680,0,RM176,FS10003740,R1700,PT00062563,,,,,,PT00012137,,WP7417P,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
905,19C13163,8536SA,20190722,187700,133436.160,RM004,FS10003137,CL63R1780,,,,,,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
906,19C13263X,4502570,20190417,187701,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
907,19C13363X,4502570,20190418,187702,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
908,19C13463X,4502570,20190418,187703,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
909,19C13563X,4502570,20190419,187704,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
910,19C13663X,4502570,20190420,187705,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
911,19C13763X,4502570,20190424,187706,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
912,19C13863X,4502570,20190424,187707,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
913,19C13963X,4502570,20190424,187708,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
914,19C14063X,4502570,20190424,187709,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
915,19C14163X,4502570,20190424,187710,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
916,19C14263,8989,20190423,187712,0,RM093,FS10003226,R1690,PT00062563,,,,,,PT00012138,,PT00013702,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
917,19C14463,8549SA,20190320,187730,150.000,,FS10010281,R1626A,,,,,,,,,,,,,,,,,,,,R4415,,,,,,R7626,,,,,,,Containers
918,19C14563,8980Y,20190502,187731,11880.000,RM093,FS10003215,R1644A,PT00062563,,,,,,PT00012105,,WP8980-C,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
919,19C14763,31353603,20190709,187733,615905.143,RM032,FS10006109,,RM170,,,,,,PT00067913,,PT00069525,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
920,19C14863,851201,20190619,187734,16000.000,RM004,FS10003094,R1320D,,,,,,,PT00006610,,WP851201N,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
921,19C15063,8522Y,20190626,187736,5760.000,RM171,FS10003120,,RM260,,,,,,PT00006610,,WP8520U,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
922,19C15363,8850,20190724,187739,24300.000,RM129,FS10003161,R1644A,PT00065942,,,PT00006652,,,CL63R98234,,PT00013696,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
923,19C15763,8938Y,20190507,187743,0,RM093,FS10003187,R1690,PT00062563,,,,,,PT00006635,,WP8935,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
924,19C15863,8980,20190730,187744,10800.000,RM165,FS10003210,R1644A,,,,,,,PT00012105,,WP8980-C,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
925,19C15963,8991,20190424,187745,179350.080,RM093,FS10003231,RM054,PT00065936,,,,,,PT00012105,,WP7483,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
926,19C16163,8989PG2,20190522,187747,11340.000,RM176,FS10003741,R1700,PT00062563,,,,,,PT00012138,,PT00013694,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
927,19C16263,8990Y,20190417,187748,8960.000,RM171,FS10003230,PT00044733,RM260,,,,,,PT00006610,,WP3206,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
928,19C16563,8537SA,20190328,187778,50409.216,RM032,FS10003139,CL63R1780,RM170,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
929,19C16663X,410S,20190325,187784,0,0301001,FS10028977,PT00006673,0400145,,,,4230505,,,,,,,,,,,,,,PT00009994,PT00006674,4101801,,,,,,7777129656,,,,,,Syringe
930,19C16763X,4502570,20190901,187785,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
931,19C16863X,4502570,20190327,187786,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
932,19C16963X,4502570,20190327,187787,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
933,19C17063X,4502570,20190403,187788,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
934,19C17163X,4502570,20190403,187789,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
935,19C17263X,4502570,20190403,187790,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
936,19C17363X,4502570,20190410,187791,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
937,19C17463X,4502570,20190521,187792,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
938,19C17563X,4502570,20190521,187793,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
939,19C17663,8535Y,20190503,187795,10400.000,RM004,FS10003136,R1317D,RM260,,,,,,PT00012105,,WP8526,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
940,19C17763,8935Y,20190522,187796,0,RM160,FS10003183,R1292D,PT00062563,,,,,,PT00006635,,WP8935,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
941,19C17863,8836SA,20190412,187798,0,RM093,FS10006504,CL63R1779,PT00065943,,,PT00068805,X98146,,CL63R98234,,,,,,,,,,,R5098,,R4415,,,,,,,,,,,,,Containers
942,19C18063,8303SA,20190513,187800,95415.559,RM157,FS10003077,R1378B,PT00065936,,,,,,PT00052518,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
943,19C18363X,8881512878,20190521,187805,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
944,19C18463X,8881512878,20190508,187806,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
945,19C18563X,8881512878,20190521,187807,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
946,19C18663X,8881512852,20190501,187808,0,0301001,FS10011725,PT00015840,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,3154021,,,,,,,,Syringe
947,19C187586,WP8980-C,20190514,187586,0,RM004,FS10002991,,,,,,,,,R7013,,,,,,,,,,,,,,,,,,,,,,,,,Containers
948,19C187588,WP7478,20190610,187588,34483.516,RM036,FS10002954,,RM018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
949,19C187589,WP7477,20190422,187589,81909.734,RM004,FS10027264,,,,,,,,CL63R3908,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
950,19C187590,WP7477,20190528,187590,112625.885,RM004,FS10027264,,,,,,,,CL63R3908,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
951,19C187597,WP851201N,20190612,187597,18648.000,,FS10002967,,,,,,,,,,,,,R7067,R7068,,,,,,,,,,,,,,,,,,,,Containers
952,19C18763X,8881512852,20190417,187809,0,0301001,FS10011725,PT00015840,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,3154021,,,,,,,,Syringe
953,19C187654,PT00016498,20190312,187654,107659.125,RM020,FS10002899,,PT00065942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
954,19C187656,WP0002PKG,20190920,187656,60000.000,,FS20006470,X9902,,,,,,,,,,R4227,R5097,,,,,,,,,,,,,,,,,,,,,,Containers
955,19C187658,WP8964,20190416,187658,47833.934,RM129,FS10002985,,,,,,,,,R7524,,,,,,,,,,,,,,,,,,,,,,,,,Containers
956,19C187660,WP8540,20190424,187660,17640.000,,FS10007856,R1612B,,,,,,WP7623,,,,,,R7622,,,,,R7624,,,,,,,,,,,,,,,,Containers
957,19C187662,WP7605,20190528,187662,115381.852,RM171,FS10006059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
958,19C187663,WP7478,20190521,187663,25985.485,RM036,FS10002954,,RM018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
959,19C187664,WP7445,20190624,187664,267173.103,RM093,FS10002949,RM054,PT00065936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
960,19C187667,R7067,20190513,187667,99964.800,RM093,FS10002851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
961,19C187668,PT00016490,20190328,187668,153390.482,RM157,DC00069353,,PT00065942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
962,19C187672,PT00016495,20190329,187672,0,RM176,DC00069352,,PT00065942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
963,19C187684,WP8965U,20190410,187684,0,RM004,FS10002989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
964,19C187688,R7013,20190318,187688,60071.760,RM020,FS10002800,,PT00065942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
965,19C187727,PT00069525,20190503,187727,320242.260,RM129,DC00069150,CL63R1783,,,,,X98142,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
966,19C187750,WP0001PKG,20190521,187750,25000.000,,FS20006469,X9902,,,,,,,,,,R4227,,,,,,,,R5098,,,,,,,,,,,,,,,Containers
967,19C187753,WP8965U,20190515,187753,0,RM004,FS10002989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
968,19C187755,WP8520U,20190621,187755,0,RM004,FS10002972,R1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
969,19C187756,WP8520N,20190621,187756,0,RM004,FS10002970,R1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
970,19C187757,WP7478,20190614,187757,25985.457,RM036,FS10002954,,RM018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
971,19C187758,WP7478,20190614,187758,25985.457,RM036,FS10002954,,RM018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
972,19C187759,WP7477,20190510,187759,133103.319,RM004,FS10027264,,,,,,,,CL63R3908,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
973,19C187760,WP7477,20190701,187760,92148.451,RM004,FS10027264,,,,,,,,CL63R3908,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
974,19C187762,WP7102,20190513,187762,236879.185,RM160,FS10026576,,,,,,,R7616,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
975,19C187763,WP4810,20190608,187763,200684.389,RM004,FS10006159,,,,,,,R7568,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
976,19C187768,R7068,20190606,187768,64462.195,RM129,FS10002854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
977,19C187769,R7075BY,20190506,187769,641.672,RM044,FS10002858,,RM041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
978,19C187783,R7412,20190416,187783,1988.680,RM060,DC00042617,,RM061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
979,19C187821,WP8980-C,20190620,187821,0,RM004,FS10002991,,,,,,,,,R7013,,,,,,,,,,,,,,,,,,,,,,,,,Containers
980,19C187822,WP8998,20190515,187822,378765.762,RM157,DC00030203,R98028,PT00065942,,X9894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
981,19C187825,WP8999,20190703,187825,94691.450,RM157,FS10002996,R98028,PT00065942,,X9894,R4237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
982,19C187827,WP8860,20190405,187827,93836.993,RM157,DC00030198,R98028,PT00065943,,X9894,R4226A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
983,19C187829,WP8860,20190709,187829,198225.937,RM157,DC00030198,R98028,PT00065943,,X9894,R4226A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
984,19C187830,WP8998P,20190516,187830,0,RM176,DC00030204,R98028,PT00065942,,X9894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
985,19C187832,WP7417,20190419,187832,34335.000,RM176,FS10002947,R98028,PT00065942,,X9894,,X9899,,,,WP7478,,,,,,,WP7477,,,,,,,,,,,,,,,,,Containers
986,19C187836,WP7418,20190515,187836,13650.000,RM020,FS10002948,R98028,PT00065942,,X9894,R4237,X9899,,,,PT00012250,,,,,,,WP7477,,,,,,,,,,,,,,,,,Containers
987,19C187837,WP8982,20190508,187837,0,RM160,FS10002992,R98028,PT00065942,,X9894,,,,,,,,,,,R7075BY,R8249,,,,,,,,,,,,,,,,,,Containers
988,19C187839,WP8982,20190626,187839,0,RM160,FS10002992,R98028,PT00065942,,X9894,,,,,,,,,,,R7075BY,R8249,,,,,,,,,,,,,,,,,,Containers
989,19C187840,WP3204,20190401,187840,54824.141,RM004,FS10002935,,,,,,,,,,,,,,,R7075BR,R8249,,,,,,,,,,,,,,,,,,Containers
990,19C187841,WP3206,20190406,187841,27412.070,RM004,FS10002937,,,,,,,,,,,,,,,R7075BY,R8249,,,,,,,,,,,,,,,,,,Containers
991,19C187842,WP8825,20190513,187842,0,RM160,DC00030196,R98028,PT00065943,,X9894,R4226A,,,,,,,,,,R7075BY,R8249,,,,,,,,,,,,,,,,,,Containers
992,19C187843,WP7449,20190531,187843,50760.000,RM160,FS10002950,R98028,PT00065942,,X9894,,X9899,,,,WP7478,,,PT00012284,,,,WP7477,,,,,,,,,,,,,,,,,Containers
993,19C187845,WP7450BL,20190531,187845,0,RM160,FS10021629,R98028,PT00065943,,X9894,R4237,X9899,,,,WP7478,,,PT00012285,,,,WP7477,,,,,,,,,,,,,,,,,Containers
994,19C187846,WP8985,20190710,187846,450567.611,RM020,DC00030201,R98028,PT00065942,,X9894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
995,19C187847,WP8985,20190910,187847,314154.036,RM020,DC00030201,R98028,PT00065942,,X9894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
996,19C187848,WP8986,20190415,187848,72505.134,RM020,DC00030205,R98028,PT00065942,,X9894,R4237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
997,19C187850,WP8850,20190422,187850,63706.500,RM157,DC00030197,R98028,PT00065943,,X9894,R4226A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
998,19C187851,WP8850,20190723,187851,205821.000,RM157,DC00030197,R98028,PT00065943,,X9894,R4226A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
999,19C187852,WP7417,20190618,187852,29125.000,RM020,FS10002947,R98028,PT00065942,,X9894,,X9899,,,,PT00012250,,,,,,,WP7477,,,,,,,,,,,,,,,,,Containers
1000,19C187892,WP8979,20190506,187892,0,RM004,FS10002990,,,,,,,,,R7013,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1001,19C187893,WP8526,20190701,187893,0,RM004,FS10002973,,,,,,,,,R7013,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1002,19C187894,WP7483,20190528,187894,156199.680,RM093,FS10002955,,,,,,,,,R7013,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1003,19C187895,WP7026,20190513,187895,0,RM004,FS10002940,R1106A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1004,19C187897,R7013,20190520,187897,50059.800,RM020,FS10002800,,PT00065942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1005,19C187898,R7568,20190530,187898,65208.000,RM004,FS10006061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1006,19C187899,R7637,20190703,187899,38648.302,RM129,FS10024029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1007,19C187900,WP8979,20190408,187900,0,RM004,FS10002990,,,,,,,,,R7013,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1008,19C187924,PT00016486,20190605,187924,32850.000,RM020,FS10003699,,PT00065942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1009,19C187927,WP7417,20190401,187921,2525.000,RM020,FS10002947,R98028,,,X9894,,X9899,,,,PT00012250,,,,,,,WP7477,,,,,,,,,,,,,,,,,Containers
1010,19C18863X,8881512852,20190417,187810,0,0301001,FS10011725,PT00015840,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,3154021,,,,,,,,Syringe
1011,19C18963X,8881512852,20190417,187811,0,0301001,FS10011725,PT00015840,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,3154021,,,,,,,,Syringe
1012,19C19063X,8881512852,20190515,187812,0,0301001,FS10011725,PT00015840,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,3154021,,,,,,,,Syringe
1013,19C19163X,5551761207,20190327,187814,0,,FS10013527,EXP6001,,,,,,,,,,,,,,,,,,,,,4101801,,,,,,,,,,,,Syringe
1014,19C19263X,8881907465,20190328,187817,0,0301001,FS10022250,5000109,,,,,4230505,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,3201413,,Syringe
1015,19C19363X,8881907465,20190329,187818,0,0301001,FS10022250,5000109,,,,,4230505,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,3201413,,Syringe
1016,19C19463X,8881907465,20190329,187819,0,0301001,FS10022250,5000109,,,,,4230505,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,3201413,,Syringe
1017,19C19563X,8881907465,20190329,187820,0,0301001,FS10022250,5000109,,,,,4230505,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,3201413,,Syringe
