,Lot Number,Product,Date,Shop Order,requested_qty,resin,Formula Sheet,packaging,colorant,misc,purging solvent,label,PRINTER ACCESSORIES,lid component door,ifu,lid component rotor,lid assembly,LABEL,pad,lid component lid,lid component,lid component cap,lid component washer,lid component hood,lid component cowl,PAD,SILICON FLUID,label stock,rubber tip,container,lid,label kit,barrel,TRAY,tip cap,discontinued,fg,cannula,plunger,bracket key,Value Stream
4930,20J194174,R7068,20201026,194174,34971.955,RM129,FS10002854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
4931,20J194200,WP8998P,20201028,194200,0,RM176,DC00030204,R98028,PT00065942,,X9894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
4932,20J194223,WP8979,20201203,194223,0,RM004,FS10002990,,,,,,,,,R7013,,,,,,,,,,,,,,,,,,,,,,,,,Containers
4933,20J194225,WP8980-C,20201125,194225,0,RM004,FS10002991,,,,,,,,,R7013,,,,,,,,,,,,,,,,,,,,,,,,,Containers
4934,20J194227,WP8935,20201109,194227,0,RM129,FS10002982,RM054,PT00065936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
4935,20J194228,WP7478,20201026,194228,21654.571,RM036,FS10002954,,RM018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
4936,20J194229,WP7478,20201111,194229,23455.417,RM036,FS10002954,,RM018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
4937,20J194230,WP7477,20201012,194230,0,RM171,FS10027264,,,,,,,,CL63R3908,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
4938,20J194231,WP7477,20201102,194231,0,RM171,FS10027264,,,,,,,,CL63R3908,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
4939,20J194232,WP7445,20210120,194232,0,RM129,FS10002949,RM054,PT00065936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
4940,20J194251,PT00096202,20201007,194251,3000.000,RM176,DC00093992,R98028,PT00065942,,X9894,PT00089214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
4941,20J194256,WP8520N,20201223,194256,0,RM004,FS10002970,R1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
4942,20J194316,WP7417P,20201202,194316,31500.000,RM176,FS10003697,R98028,PT00065942,,X9894,,X9899,,,,PT00012252,,,,,,,WP7477,,,,,,,,,,,,,,,,,Containers
4943,20J194317,WP8998,20201216,194317,0,RM093,DC00030203,R98028,PT00065942,,X9894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
4944,20J194320,WP8985,20210111,194320,0,RM093,DC00030201,R98028,PT00065942,,X9894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
4945,20J194322,WP8979,20201229,194322,0,RM004,FS10002990,,,,,,,,,R7013,,,,,,,,,,,,,,,,,,,,,,,,,Containers
4946,20J194323,WP8935,20210405,194323,0,RM129,FS10002982,RM054,PT00065936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
4947,20J194325,WP8520N02,20210106,194325,0,RM004,FS10027451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
4948,20J194329,WP7102,20201118,194329,144750.062,RM160,FS10026576,,,,,,,R7616,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
4949,20J194333,PT00069525,20201228,194333,207452.536,RM129,DC00069150,CL63R1783,,,,,X98142,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
4950,20J194355,WP8965N,20210405,194355,0,RM004,FS10002987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
4951,20J194357,WP7026,20201103,194357,0,RM004,FS10002940,R1106A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
4952,20J194359,WP7026,20201116,194359,0,RM004,FS10002940,R1106A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
4953,20J194361,R7075BR,20200923,194361,0,RM044,FS10002857,,RM042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
4954,20J194371,WP8836P,20210215,194371,0,RM004,FS10006507,CL63R1779,PT00065943,,,,X98146,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
4956,20J194374,PT00096177,20201207,194374,0,RM004,FS10002952,R1800,,,,,X98146,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
4957,20J194375,WP8510,20201020,194375,23545.404,RM093,FS10002964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
4958,20J194376,WP8510,20201027,194376,17404.398,RM093,FS10002964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
4959,20J194379,R7407RHC,20201007,194379,28639.397,RM032,FS10002864,,RM170,,,,,,PT00006610,,,,,,,,,,,,,,,,,,,,,,,,,,VS not found
4960,20J194412,WP0001PKG,20210805,194412,25000.000,,FS20006469,X9902,,,,PT00097045,,,,,,R4227,,,,,,,,R5098,,,,,,,,,,,,,,,Containers
4961,20J194414,WP8980-C,20210401,194414,0,RM004,FS10002991,,,,,,,,,R7013,,,,,,,,,,,,,,,,,,,,,,,,,Containers
4962,20J194416,WP7478,20210401,194416,21654.571,RM036,FS10002954,,RM018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
4963,20J194417,WP7477,20201123,194417,0,RM171,FS10027264,,,,,,,,CL63R3908,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
4964,20J194418,WP7102,20201202,194418,159052.308,RM160,FS10026576,,,,,,,R7616,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
4965,20J19463,8900SA,20210127,194383,936.000,RM129,FS10003166,CL63R1796,PT00065936,,,,,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
4966,20J19563,8910,20201202,194384,300.000,,FS10003172,R9366D,,,,,,,,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
4967,20J19663,8989PG2,20210106,194386,6860.000,RM176,FS10003741,R1700,PT00062563,,,,,,PT00012138,,PT00013694,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
4968,20J19763,V8938,20201117,194387,0,RM129,FS10029847,CL63R1770A,PT00065936,,,,,,PT00006635,,WP8935,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
4969,20J20063,8536SA,20201021,194388,71536.608,RM171,FS10003137,CL63R1780,,,,,EXP6029,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
4970,20J20163,1525SA,20201007,194389,10080.000,RM165,FS10003047,R1528A,PT00065936,,,,,,PT00006610,,WP7024K,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
4971,20J20263X,8881112599,20210121,194390,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
4972,20J20363X,8881112599,20201014,194391,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
4973,20J20463X,8881112599,20210201,194392,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
4974,20J20563X,8881512852,20201118,194393,0,0301001,FS10011725,PT00015840,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
4975,20J20663X,8881512852,20201104,194394,0,0301001,FS10011725,PT00015840,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
4976,20J20763X,8881512852,20201104,194395,0,0301001,FS10011725,PT00015840,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
4977,20J20863X,8881512852,20201104,194396,0,0301001,FS10011725,PT00015840,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
4978,20J20963X,4502570,20201007,194397,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
4979,20J21063X,4502570,20201007,194398,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
4980,20J21163X,4502570,20201007,194399,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
4981,20J21263X,4502570,20201007,194400,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
4982,20J21363X,4502570,20201007,194401,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
4983,20J21463X,4502570,20201008,194402,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
4984,20J21563X,4502570,20201009,194403,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
4985,20J21663X,8881907003,20201028,194404,0,0301001,FS10017465,5000231,,,,,4230505,,,,,,,,,,,,,,PT00009994,PT00006674,4101801,,,,,,7777129656,,,,,,Syringe
4986,20J21963X,8881907102,20201021,194407,0,0301001,FS10017466,5000231,,,,,PT00006657,,,,,,,,,,,,,,PT00009994,PT00006674,4101801,,,,,,7777129656,,,,,,Syringe
4987,20J22063X,8881907102,20201028,194408,0,0301001,FS10017466,5000231,,,,,PT00006657,,,,,,,,,,,,,,PT00009994,PT00006674,4101801,,,,,,7777129656,,,,,,Syringe
4988,20J22163X,8881907102,20210301,194409,0,0301001,FS10017466,5000231,,,,,PT00006657,,,,,,,,,,,,,,PT00009994,PT00006674,4101801,,,,,,7777129656,,,,,,Syringe
4989,20J22263X,8881907102,20201116,194410,0,0301001,FS10017466,5000231,,,,,PT00006657,,,,,,,,,,,,,,PT00009994,PT00006674,4101801,,,,,,7777129656,,,,,,Syringe
4990,20J22963,R7642B,20201014,194423,1667.520,0301009,DC00005093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Syringe
4991,20K00163,8918GSTC,20201005,194426,0,RM176,DC00072176,R1700,PT00065943,,,PT00089213,,,,,PT00096202,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
4992,20K00263,8507SA,20201012,194427,81452.784,RM171,FS10003086,CL63R1776,RM170,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
4993,20K00363,8525Y,20201209,194428,7480.000,RM171,FS10003123,CL63R1784,RM260,,,,,,PT00012105,,WP8526,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
4994,20K00563,1522SA,20210111,194432,40884.480,RM129,FS10003045,R1302D,PT00065936,,,,,,PT00006610,R7013,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
4995,20K00663,1522SA,20210209,194433,37613.722,RM129,FS10003045,R1302D,PT00065936,,,,,,PT00006610,R7013,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
4996,20K00963,31353611,20201208,194436,92995.579,RM106,FS10006111,,RM260,,,,,,PT00067913,,PT00069525,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
4997,20K01063,8506SA,20201216,194437,95299.813,RM171,FS10003084,CL63R1776,,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
4998,20K01163,8506Y,20201208,194438,103445.097,RM171,FS10003085,CL63R1776,RM260,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
4999,20K01363,8507SA,20201130,194440,81452.832,RM171,FS10003086,CL63R1776,RM170,,,,X98151,,CL63R98334A,,,,,,,,,,,,,PT00062605,,,,,,,,,,,,,Containers
5000,20K01463,851301,20210106,194441,24500.000,RM171,FS10003099,R1320D,RM170,,,,,,PT00006610,,WP851201N,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5001,20K01563,85221R,20210216,194442,49140.000,RM171,FS10003118,,RM170,,,,,,PT00006610,,WP8520N,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5002,20K01663,8527R,20210113,194443,36180.000,RM171,FS10003126,PT00049846,RM170,,,,,,PT00012105,,WP8526,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5003,20K01763,8535Y,20201216,194444,16000.000,RM004,FS10003136,R1317D,RM260,,,,,,PT00012105,,WP8526,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5004,20K01963,8611U,20201216,194446,1200.000,RM176,FS20001167,R1292D,RM074,,,,,,PT00067916,,PT00013694,,,,,,,,,,,R4415,,,,WP0002PKG,,,,,,,,,Containers
5005,20K02063,8612RC,20201209,194447,4560.000,RM176,FS10021634,R1292D,RM074,,,,,,PT00006651,,WP7417P,,,,,,,,,,,R4415,,,,WP0002PKG,,,,,,,,,Containers
5006,20K02163,8618RC,20210120,194448,6860.000,RM168,FS10021632,R1700,RM074,,,,,,PT00006651,,WP7417P,,,,,,,,,,,R4415,,,,WP0002PKG,,,,,,,,,Containers
5007,20K02363,8920SA,20210111,194450,50647.172,RM093,FS10003174,R1160D,PT00065936,,,PT00068806,,,CL63R9876B,,WP8920,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5008,20K02463,8938,20210113,194451,14000.000,RM165,FS10003185,R1690,,,,,,,PT00006635,,WP8935,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5009,20K02663,8985CRH,20201207,194453,0,RM165,FS10028280,R1644A,,,,,,,PT00012138,,PT00013692,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5010,20K02863,8989,20210106,194455,12530.000,RM129,FS10003226,R1690,PT00062563,,,,,,PT00012138,,PT00013702,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5011,20K03163,V8536,20201215,194458,80720.640,RM171,FS10003253,CL63R1706,,,,,EXP6029,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5012,20K03463,80-8705,20201216,194461,1964.000,RM165,DC00041675,R1644A,,,,PT00046145,,,PT00034294,,WP8980-C,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5013,20K03863,8556H,20210309,194486,2208.000,,FS10003153,R98190,,R8550LGB,,,,,CL63R98173,,,,,,,,,,,,,R4415,,,,,,,,,8507SA,,,,Containers
5014,20K03963X,8881112599,20201012,194489,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
5015,20K04063X,8881112599,20201028,194490,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
5016,20K04263X,8881512878,20201111,194492,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
5017,20K04363X,8881512878,20201111,194493,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
5018,20K04463X,8881512878,20201111,194494,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
5019,20K04563X,8881512878,20201111,194495,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
5020,20K04663X,8881412012,20201028,194496,0,0301001,FS10020754,5500149,,,,,PT00033972,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
5021,20K04763X,8881412012,20201013,194497,0,0301001,FS10020754,5500149,,,,,PT00033972,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
5022,20K04863X,8881412012,20201021,194498,0,0301001,FS10020754,5500149,,,,,PT00033972,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
5023,20K04963X,4502570,20201014,194500,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5024,20K05063X,4502570,20201014,194501,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5025,20K05163X,4502570,20201014,194502,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5026,20K05263X,4502570,20201014,194503,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5027,20K05363X,4502570,20201014,194504,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5028,20K05463X,4502570,20201015,194505,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5029,20K05563X,4502570,20201016,194506,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5030,20K05663X,4502500,20201013,194507,0,0301001,FS20005412,5170588,,,,,EXP6027,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
5031,20K05763X,8881540122,20201111,194508,0,0301001,FS10024556,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,4500906,,,Syringe
5032,20K05863X,8881540122,20201111,194509,0,0301001,FS10024556,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,4500906,,,Syringe
5033,20K05963X,8881540122,20201118,194510,0,0301001,FS10024556,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,4500906,,,Syringe
5034,20K06063X,1181200777,20201125,194511,0,0301001,FS10017237,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,,,,Syringe
5035,20K06163X,1181200777,20201125,194512,0,0301001,FS10017237,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,,,,Syringe
5036,20K06263X,1181200777,20201118,194513,0,0301001,FS10017237,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,,,,Syringe
5037,20K07363,31144010,20210113,194536,11160.000,RM171,FS10006041,R1680,RM170,,,,,,PT00006643,,WP7605,,,,,,,,,R1679,,R4415,,,,,,,,,,,,,Containers
5038,20K07663,8506SA,20201218,194539,12217.926,RM171,FS10003084,CL63R1776,,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5039,20K07763,8507SA,20201130,194540,95299.813,RM171,FS10003086,CL63R1776,RM170,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5040,20K08063,8850,20210106,194543,3600.000,RM093,FS10003161,R1644A,PT00065942,,,PT00006652,,,CL63R98234,,PT00013696,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5041,20K08563,8939CRS,20210112,194548,0,RM165,FS10028285,R1700,,,,,,,PT00012137,,WP7417P,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5042,20K08963,8997,20201223,194552,7380.000,RM165,FS10003237,RM054,,,,,,,PT00012138,,PT00013707,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5043,20K09163,8998PG2,20210106,194554,6440.000,RM176,FS10003738,RM054,PT00065936,,,,,,PT00012138,,PT00013694,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5044,20K09263,V8870,20201216,194555,7420.000,RM129,FS10029848,CL63R1769B,PT00065942,,,PT00006652,,,CL63R98234,,PT00013699,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5045,20K09363,V8980,20201118,194556,8820.000,RM129,FS10003256,RM054,PT00065936,,,,,,PT00012105,,WP8980-C,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5046,20K09463X,8881112599,20201028,194574,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
5047,20K09563X,8881112599,20201027,194575,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
5048,20K09663,8617RC,20201021,194576,6720.000,RM168,FS10025555,R1700,RM074,,,,,,PT00006651,,PT00013694,,,,,,,,,,,R4415,,,,WP0002PKG,,,,,,,,,Containers
5049,20K10063X,8881112599,20201026,194581,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
5050,20K10163X,8881112599,20201104,194582,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
5051,20K10263X,8881512878,20201111,194583,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
5052,20K10363X,8881512878,20201111,194584,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
5053,20K10463X,8881512878,20201202,194585,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
5054,20K10563X,8881512878,20201202,194586,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
5055,20K10863X,8881412012,20201021,194587,0,0301001,FS10020754,5500149,,,,,PT00033972,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
5056,20K10963X,8881412012,20201028,194588,0,0301001,FS10020754,5500149,,,,,PT00033972,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
5057,20K11063X,8881412012,20201027,194589,0,0301001,FS10020754,5500149,,,,,PT00033972,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
5058,20K11163X,4502570,20201021,194590,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5059,20K11263X,4502570,20201028,194591,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5060,20K11363X,4502570,20201028,194592,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5061,20K11463X,4502570,20201028,194593,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5062,20K11563X,4502570,20201028,194594,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5063,20K11663X,4502570,20201104,194595,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5064,20K11763X,4502570,20201104,194596,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5065,20K11863X,1181200777,20210106,194597,0,0301001,FS10017237,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,,,,Syringe
5066,20K11963X,1181200777,20201125,194598,0,0301001,FS10017237,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,,,,Syringe
5067,20K12063X,1181200777,20210106,194599,0,0301001,FS10017237,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,,,,Syringe
5068,20K12163X,412SE,20201202,194600,5784.624,0301001,FS20006457,CL63R1794,0400145,,,,PT00033970,,PT00055216,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,R7642B,,,,,,,,Syringe
5069,20K12263,8881112015,20201111,194601,0,0301001,DC00005796,5170588,0400145,,,,EXP5050,,PT00055216,,,,,,,,,,,,PT00009994,5241008,4101801,,,,R7642B,,,,,,,,Syringe
5070,20K13063,8930SA,20210126,194613,3585.000,RM176,FS10003176,R1741,PT00065936,,,PT00068808,,,CL63R98211,,PT00012247,,,,,,,,,R5104,,R4415,,,,,,,,,,,,,Containers
5071,20K13363,8980,20210113,194616,42300.000,RM165,FS10003210,R1644A,,,,,,,PT00012105,,WP8980-C,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5072,20K13463,8980S,20210210,194617,14040.000,RM165,FS10003214,R1644A,,,,,,,PT00006635,,WP7445,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5073,20K13663,8991,20210111,194619,0,RM165,FS10003231,R1700,,,,,,,PT00012105,,WP7483,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5074,20K14063,V8506,20201104,194627,38214.932,RM171,FS10029846,CL63R1767A,,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5075,20K14263,047,20201216,194631,66640.000,RM129,FS10026366,R1528A,PT00065936,,,PT00034301,,,PT00034377,,WP7102,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5076,20K14363,31300878,20201223,194632,0,RM171,FS10002818,PT00044733,RM260,,,,,,PT00006643,,WP7102,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5077,20K14563,8507SA,20201207,194634,95299.813,RM171,FS10003086,CL63R1776,RM170,,,,X98151,,CL63R98334A,,,,,,,,,,,,,PT00062605,,,,,,,,,,,,,Containers
5078,20K14663,8507SA,20201214,194635,81452.832,RM171,FS10003086,CL63R1776,RM170,,,,X98151,,CL63R98334A,,,,,,,,,,,,,PT00062605,,,,,,,,,,,,,Containers
5079,20K14763,8507SA,20201214,194636,47242.643,RM171,FS10003086,CL63R1776,RM170,,,,X98151,,CL63R98334A,,,,,,,,,,,,,PT00062605,,,,,,,,,,,,,Containers
5080,20K15063,8536SA,20210204,194639,41966.496,RM171,FS10003137,CL63R1780,,,,,EXP6029,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5081,20K15163,8537SA,20210114,194640,126764.352,RM171,FS10003139,CL63R1780,RM170,,,,EXP6029,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5082,20K15263,8611RC,20201209,194641,4800.000,RM176,FS10028809,R1292D,RM074,,,,,,PT00006651,,PT00013694,,,,,,,,,,,R4415,,,,WP0002PKG,,,,,,,,,Containers
5083,20K15663,8979MW,20210219,194645,3920.000,RM165,FS10003209,R1528A,,,,,,,PT00006610,,WP8979,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5084,20K15763,8989,20210120,194646,14000.000,RM129,FS10003226,R1690,PT00062563,,,,,,PT00012138,,PT00013702,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5085,20K15863X,8881512878,20201202,194647,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
5086,20K15963X,8881112083,20201028,194654,0,0301001,FS10017988,5000109,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
